title_x,author(s)_x,average_rating_x,isbn13,language_code_x,num_pages_x,ratings_count_x,text_reviews_count_x,publication_date_x,publisher_x,title_y,author(s)_y,average_rating_y,language_code_y,num_pages_y,ratings_count_y,text_reviews_count_y,publication_date_y,publisher_y,genres
interpreter of maladies,jhumpa lahiri,4.15,9780618101368,eng,198,131876,8009,5/22/2000,Houghton Mifflin Harcourt,Interpreter of Maladies,Jhumpa Lahiri,4.15,eng,198.0,131876.0,8009.0,5/22/2000,Houghton Mifflin Harcourt,"['fiction', 'short stories', 'english literature']"
the faiths of the founding fathers,david l. holmes,3.89,9780195300925,en-US,225,461,66,3/1/2006,Oxford University Press  USA,The Faiths of the Founding Fathers,David L. Holmes,3.89,en-US,225.0,461.0,66.0,3/1/2006,Oxford University Press  USA,"['history', 'religion']"
girls in pants: the third summer of the sisterhood (sisterhood  #3),ann brashares,3.83,9780553375930,eng,338,61435,1290,6/13/2006,Ember,Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),Ann Brashares,3.83,eng,338.0,61435.0,1290.0,6/13/2006,Ember,['fiction']
forever in blue: the fourth summer of the sisterhood (sisterhood  #4),ann brashares,3.81,9780385729369,eng,384,62199,1613,1/9/2007,Delacorte Books,Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),Ann Brashares,3.81,eng,384.0,62199.0,1613.0,1/9/2007,Delacorte Books,['fiction']
junie b.  first grader: cheater pants (junie b. jones  #21),barbara park/denise brunkus,4.04,9780375823022,en-US,86,111,8,4/27/2004,Random House Books for Young Readers,Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),Barbara Park/Denise Brunkus,4.04,en-US,86.0,111.0,8.0,4/27/2004,Random House Books for Young Readers,"['fiction', 'halloween', 'school stories', 'chapter books', 'travel']"
nineteen eighty-four,george orwell/thomas pynchon,4.18,9780452284234,eng,339,9910,748,5/6/2003,Plume,Nineteen Eighty-Four,George Orwell/Thomas Pynchon,4.18,eng,339.0,9910.0,748.0,5/6/2003,Plume,"['classics', 'fiction', 'classic literature', 'science fiction', 'english literature', 'political science', 'literature', 'drama', 'essays', 'fantasy']"
animal farm / 1984,george orwell/christopher hitchens,4.28,9780151010264,eng,400,146659,1625,6/1/2003,Houghton Mifflin Harcourt,Animal Farm / 1984,George Orwell/Christopher Hitchens,4.28,eng,400.0,146659.0,1625.0,6/1/2003,Houghton Mifflin Harcourt,"['fiction', 'science fiction', 'literature', 'fantasy', 'english literature']"
1984,george orwell/erich fromm,4.18,9780451516756,eng,268,1322,121,7/1/1981,Signet Classics,1984,George Orwell/Erich Fromm,4.18,eng,268.0,1322.0,121.0,7/1/1981,Signet Classics,"['classics', 'fiction', 'classic literature', 'science fiction', 'english literature', 'political science', 'literature', 'drama', 'essays', 'fantasy']"
nineteen eighty-four,george orwell,4.18,9781421808321,eng,387,215,17,7/1/2005,1st World Library,Nineteen Eighty-Four,George Orwell,4.18,eng,387.0,215.0,17.0,7/1/2005,1st World Library,"['classics', 'fiction', 'classic literature', 'science fiction', 'english literature', 'political science', 'literature', 'drama', 'essays', 'fantasy']"
brave new world / brave new world revisited,aldous huxley/christopher hitchens,4.16,9780060776091,eng,340,129179,1047,7/5/2005,Harper Perennial Modern Classics,Brave New World / Brave New World Revisited,Aldous Huxley/Christopher Hitchens,4.16,eng,340.0,129179.0,1047.0,7/5/2005,Harper Perennial Modern Classics,"['fiction', 'science fiction', 'family']"
brave new world and brave new world revisited,aldous huxley/christopher hitchens,4.16,9780060535261,eng,340,421,53,6/1/2004,HarperCollins,Brave New World and Brave New World Revisited,Aldous Huxley/Christopher Hitchens,4.16,eng,340.0,421.0,53.0,6/1/2004,HarperCollins,"['fiction', 'science fiction', 'family']"
brave new world revisited,aldous huxley,3.95,9780060898526,eng,123,12989,740,9/5/2006,Harper Perennial Modern Classics,Brave New World Revisited,Aldous Huxley,3.95,eng,123.0,12989.0,740.0,9/5/2006,Harper Perennial Modern Classics,"['fiction', 'classic literature', 'essays', 'nonfiction', 'literary criticism']"
andrew carnegie,david nasaw,3.99,9781594201042,eng,896,2580,205,10/24/2006,Penguin Press HC  The,Andrew Carnegie,David Nasaw,3.99,eng,896.0,2580.0,205.0,10/24/2006,Penguin Press HC  The,"['nonfiction', 'biography']"
the cairo trilogy: palace walk / palace of desire / sugar street (the cairo trilogy #1-3),naguib mahfouz,4.46,9780375413315,eng,1313,3347,245,10/16/2001,Everyman's Library,The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz,4.46,eng,1313.0,3347.0,245.0,10/16/2001,Everyman's Library,"['islam', 'prostitution', 'fiction', 'history']"
children of the alley,naguib mahfouz/peter theroux,4.1,9780385264730,eng,464,1192,131,10/18/1996,Anchor,Children of the Alley,Naguib Mahfouz/Peter Theroux,4.1,eng,464.0,1192.0,131.0,10/18/1996,Anchor,"['fiction', 'family', 'religion', 'roman']"
akhenaten: dweller in truth,naguib mahfouz/tagreid abu-hassabo,3.81,9780385499095,eng,168,1282,139,4/4/2000,Anchor,Akhenaten: Dweller in Truth,Naguib Mahfouz/Tagreid Abu-Hassabo,3.81,eng,168.0,1282.0,139.0,4/4/2000,Anchor,"['fiction', 'history', 'literature']"
adrift on the nile,naguib mahfouz/frances liardet,3.82,9780385423335,eng,167,411,38,1/1/1994,Anchor Books,Adrift on the Nile,Naguib Mahfouz/Frances Liardet,3.82,eng,167.0,411.0,38.0,1/1/1994,Anchor Books,['fiction']
midaq alley,naguib mahfouz/trevor le gassick,3.85,9780385264761,eng,286,4815,446,12/1/1991,Anchor Books,Midaq Alley,Naguib Mahfouz/Trevor Le Gassick,3.85,eng,286.0,4815.0,446.0,12/1/1991,Anchor Books,"['fiction', 'roman']"
the harafish,naguib mahfouz/catherine cobham/naguib mahfouz,4.36,9780385423359,eng,416,590,61,9/17/1997,Anchor Books,The Harafish,Naguib Mahfouz/Catherine Cobham/Naguib Mahfouz,4.36,eng,416.0,590.0,61.0,9/17/1997,Anchor Books,['fiction']
the day the leader was killed,naguib mahfouz/surgana/naguib mahfouz,3.63,9780385499224,eng,112,809,93,6/6/2000,Anchor,The Day the Leader Was Killed,Naguib Mahfouz/Surgana/Naguib Mahfouz,3.63,eng,112.0,809.0,93.0,6/6/2000,Anchor,"['family', 'fiction']"
anne frank beyond the diary: a photographic remembrance,ruud van der rol/rian verhoeven/anna quindlen/anne frank/tony   langham/plym peters,4.27,9780140369267,eng,113,24181,242,5/1/1995,Puffin Books,Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters,4.27,eng,113.0,24181.0,242.0,5/1/1995,Puffin Books,[]
anne frank remembered: the story of the woman who helped to hide the frank family,miep gies/alison leslie gold,4.29,9780671662349,eng,252,55487,669,4/15/1988,Touchstone Books,Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies/Alison Leslie Gold,4.29,eng,252.0,55487.0,669.0,4/15/1988,Touchstone Books,['biography']
the diary of anne frank,frances goodrich/albert hackett/wendy kesselman,4.06,9780822217183,eng,70,1320,61,10/1/1998,Dramatists Play Service,The Diary of Anne Frank,Frances Goodrich/Albert Hackett/Wendy Kesselman,4.06,eng,70.0,1320.0,61.0,10/1/1998,Dramatists Play Service,"['drama', 'history', 'plays']"
anne frank: life in hiding,johanna hurwitz/vera rosenberry,3.99,9780380732548,eng,64,152,23,12/8/1999,HarperCollins,Anne Frank: Life in Hiding,Johanna Hurwitz/Vera Rosenberry,3.99,eng,64.0,152.0,23.0,12/8/1999,HarperCollins,['biography']
cliffs notes on hansberry's a raisin in the sun,rosetta james,3.9,9780822011088,en-GB,80,10,2,8/15/1992,Cliffs Notes,Cliffs Notes on Hansberry's A Raisin in the Sun,Rosetta James,3.9,en-GB,80.0,10.0,2.0,8/15/1992,Cliffs Notes,"['literary criticism', 'nonfiction', 'drama', 'american']"
dear john,nicholas sparks,4.03,9780446528054,eng,276,502726,9645,10/30/2006,Warner Books (NY),Dear John,Nicholas Sparks,4.03,eng,276.0,502726.0,9645.0,10/30/2006,Warner Books (NY),['fiction']
all the king's men,robert penn warren,4.09,9780156004800,eng,439,47324,1720,9/1/1996,Harcourt Brace,All the King's Men,Robert Penn Warren,4.09,eng,439.0,47324.0,1720.0,9/1/1996,Harcourt Brace,"['drama', 'fiction']"
cliffs notes on warren's all the king's men,l. david allen,3.45,9780822001461,eng,80,3,1,1/13/1964,Cliffs Notes,Cliffs notes on Warren's All the King's Men,L. David Allen,3.45,eng,80.0,3.0,1.0,1/13/1964,Cliffs Notes,[]
all the king's men: three stage versions,robert penn warren/james a. perkins/james a. grimshaw,4.0,9780820320977,eng,264,3,0,7/4/2000,University of Georgia Press,All the King's Men: Three Stage Versions,Robert Penn Warren/James A. Perkins/James A. Grimshaw,4.0,eng,264.0,3.0,0.0,7/4/2000,University of Georgia Press,['drama']
men's health: book of muscle - the world's most complete guide to building your body,ian king/lou schuler/frederick deluvier,3.98,9781579547691,en-US,364,256,13,10/17/2003,Rodale Books,Men's Health: Book of Muscle - The World's Most Complete Guide to Building Your Body,Ian King/Lou Schuler/Frederick Deluvier,3.98,en-US,364.0,256.0,13.0,10/17/2003,Rodale Books,[]
surely you're joking  mr. feynman!: adventures of a curious character,richard p. feynman,4.28,9780393316049,eng,391,106526,3685,4/12/1997,W. W. Norton & Company,Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman,4.28,eng,391.0,106526.0,3685.0,4/12/1997,W. W. Norton & Company,"['art', 'biography', 'humor', 'music', 'science']"
the feynman lectures on physics  3 vols,richard p. feynman/robert b. leighton/matthew l. sands,4.6,9780201500646,en-US,3,78,7,1/1/1989,Addison Wesley Publishing Company,The Feynman Lectures on Physics  3 Vols,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,4.6,en-US,3.0,78.0,7.0,1/1/1989,Addison Wesley Publishing Company,['physics']
what do you care what other people think?,richard p. feynman,4.27,9780393320923,eng,256,15700,556,1/11/2001,W.W. Norton & Company,What Do You Care What Other People Think?,Richard P. Feynman,4.27,eng,256.0,15700.0,556.0,1/11/2001,W.W. Norton & Company,"['science', 'biography', 'united states', 'physics']"
perfectly reasonable deviations from the beaten track: letters of richard p. feynman,richard p. feynman/michelle feynman,4.25,9780738206363,en-US,512,1874,93,4/5/2005,Basic Books,Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,Richard P. Feynman/Michelle Feynman,4.25,en-US,512.0,1874.0,93.0,4/5/2005,Basic Books,"['physics', 'biography']"
qed: the strange theory of light and matter,richard p. feynman,4.24,9780691024172,eng,158,13463,320,10/21/1988,Princeton University Press,QED: The Strange Theory of Light and Matter,Richard P. Feynman,4.24,eng,158.0,13463.0,320.0,10/21/1988,Princeton University Press,[]
kiffe kiffe demain (french edition),faïza guène,3.4,9780785990239,fre,182,19,1,10/1/2005,French & European Publications,Kiffe Kiffe Demain (French Edition),Faïza Guène,3.4,fre,182.0,19.0,1.0,10/1/2005,French & European Publications,[]
iwoz,steve wozniak/gina smith,3.87,9780393061437,en-GB,313,3536,375,9/17/2006,W. W. Norton  Company,iWoz,Steve Wozniak/Gina Smith,3.87,en-GB,313.0,3536.0,375.0,9/17/2006,W. W. Norton  Company,[]
cradle to cradle: remaking the way we make things,william mcdonough/michael braungart,4.11,9780865475878,eng,193,9017,820,4/22/2002,North Point Press,Cradle to Cradle: Remaking the Way We Make Things,William McDonough/Michael Braungart,4.11,eng,193.0,9017.0,820.0,4/22/2002,North Point Press,['design']
cradle and all,james patterson,3.86,9780446609401,eng,384,27869,869,2/1/2001,Vision,Cradle and All,James Patterson,3.86,eng,384.0,27869.0,869.0,2/1/2001,Vision,"['fiction', 'suspense']"
the creation of the american republic  1776-1787,gordon s. wood,4.12,9780807847237,eng,675,1792,43,4/6/1998,Omohundro Institute and University of North Carolina Press,The Creation of the American Republic  1776-1787,Gordon S. Wood,4.12,eng,675.0,1792.0,43.0,4/6/1998,Omohundro Institute and University of North Carolina Press,"['united states', 'political science', 'history']"
power  faith  and fantasy: america in the middle east 1776 to the present,michael b. oren,3.98,9780393058260,eng,832,1510,216,1/16/2007,W. W. Norton  Company,Power  Faith  and Fantasy: America in the Middle East 1776 to the Present,Michael B. Oren,3.98,eng,832.0,1510.0,216.0,1/16/2007,W. W. Norton  Company,[]
problems of the self: philosophical papers 1956 1972,bernard williams,3.97,9780521290609,en-US,276,57,2,3/25/1976,Cambridge University Press,Problems of the Self: Philosophical Papers 1956 1972,Bernard Williams,3.97,en-US,276.0,57.0,2.0,3/25/1976,Cambridge University Press,[]
moral luck: philosophical papers 1973-1980,bernard williams,4.09,9780521286916,eng,188,114,5,3/12/1981,Cambridge University Press,Moral Luck: Philosophical Papers 1973-1980,Bernard Williams,4.09,eng,188.0,114.0,5.0,3/12/1981,Cambridge University Press,[]
ethics and the limits of philosophy,bernard williams,4.06,9780674268586,en-US,230,556,20,3/15/1986,Harvard University Press,Ethics and the Limits of Philosophy,Bernard Williams,4.06,en-US,230.0,556.0,20.0,3/15/1986,Harvard University Press,['philosophy']
on rhetoric and language: four key dialogues,jean nienkamp,4.2,9781880393338,eng,232,10,1,7/1/1999,Routledge,On Rhetoric and Language: Four Key Dialogues,Jean Nienkamp,4.2,eng,232.0,10.0,1.0,7/1/1999,Routledge,['philosophy']
the norton anthology of modern and contemporary poetry,jahan ramazani/richard ellmann/robert o'clair,4.23,9780393324297,eng,1136,286,21,4/17/2003,W. W. Norton  Company,The Norton Anthology of Modern and Contemporary Poetry,Jahan Ramazani/Richard Ellmann/Robert O'Clair,4.23,eng,1136.0,286.0,21.0,4/17/2003,W. W. Norton  Company,[]
the elephant war,gillian avery,3.67,9781903252048,eng,256,19,3,10/1/2000,Jane Nissen Books,The Elephant War,Gillian Avery,3.67,eng,256.0,19.0,3.0,10/1/2000,Jane Nissen Books,['fiction']
the wind in the willows,kenneth grahame/gillian avery,3.99,9780143039099,eng,197,147748,3490,10/27/2005,Penguin Books,The Wind in the Willows,Kenneth Grahame/Gillian Avery,3.99,eng,197.0,147748.0,3490.0,10/27/2005,Penguin Books,"['fiction', 'animals', 'christmas', 'folklore', 'fairy tales', 'fantasy', 'picture books', 'classic literature', 'english literature', 'classics']"
the everyman anthology of poetry for children,gillian avery/everyman's library/thomas benwick,4.14,9780679436348,eng,379,22,4,9/27/1994,Everyman's Library,The Everyman Anthology of Poetry for Children,Gillian Avery/Everyman's Library/Thomas Benwick,4.14,eng,379.0,22.0,4.0,9/27/1994,Everyman's Library,['collections']
holiday romance and other writings for children,charles dickens,3.32,9780460876018,eng,368,8,3,5/1/1995,Everyman Paperback Classics,Holiday Romance and Other Writings for Children,Charles Dickens,3.32,eng,368.0,8.0,3.0,5/1/1995,Everyman Paperback Classics,['history']
ideas have consequences,richard m. weaver,4.16,9780226876801,eng,198,970,105,9/28/1984,University Of Chicago Press,Ideas Have Consequences,Richard M. Weaver,4.16,eng,198.0,970.0,105.0,9/28/1984,University Of Chicago Press,['philosophy']
the ethics of rhetoric,richard m. weaver,4.14,9780961180027,eng,240,65,9,11/3/1995,Routledge,The Ethics of Rhetoric,Richard M. Weaver,4.14,eng,240.0,65.0,9.0,11/3/1995,Routledge,['reference']
manliness,harvey mansfield,3.39,9780300106640,eng,304,177,31,3/11/2006,Yale University Press,Manliness,Harvey Mansfield,3.39,eng,304.0,177.0,31.0,3/11/2006,Yale University Press,"['philosophy', 'feminism']"
selected stories of anton chekhov,anton chekhov/richard pevear/larissa volokhonsky,4.35,9780553381009,eng,467,27027,466,10/31/2000,Modern Library,Selected Stories of Anton Chekhov,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.35,eng,467.0,27027.0,466.0,10/31/2000,Modern Library,"['classic literature', 'fiction']"
mother maria skobtsova: essential writings,maria skobtsova/richard pevear,4.31,9781570754364,eng,192,62,9,10/1/2002,Orbis Books,Mother Maria Skobtsova: Essential Writings,Maria Skobtsova/Richard Pevear,4.31,eng,192.0,62.0,9.0,10/1/2002,Orbis Books,['religion']
what is art?,leo tolstoy/richard pevear/larissa volokhonsky,3.72,9780140446425,eng,230,127,24,8/31/1995,Penguin Classics,What is Art?,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,3.72,eng,230.0,127.0,24.0,8/31/1995,Penguin Classics,"['art', 'philosophy']"
the complete short novels,anton chekhov/richard pevear/larissa volokhonsky,4.47,9781400032921,eng,548,10580,118,8/18/2005,Vintage Classics,The Complete Short Novels,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,4.47,eng,548.0,10580.0,118.0,8/18/2005,Vintage Classics,"['short stories', 'literary fiction', 'novella', 'fiction']"
the double and the gambler,fyodor dostoyevsky/richard pevear/larissa volokhonsky,4.16,9780375719011,eng,344,2486,99,1/16/2007,Vintage Classics,The Double and The Gambler,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.16,eng,344.0,2486.0,99.0,1/16/2007,Vintage Classics,"['classic literature', 'fiction']"
the adolescent,fyodor dostoyevsky/richard pevear/larissa volokhonsky,3.94,9780375719004,eng,647,3568,159,12/7/2004,Vintage,The Adolescent,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,3.94,eng,647.0,3568.0,159.0,12/7/2004,Vintage,"['fiction', 'history']"
if i die in a combat zone,tim o'brien,3.95,9780007162994,eng,208,11,0,4/7/2003,Flamingo,If I Die in a Combat Zone,Tim O'Brien,3.95,eng,208.0,11.0,0.0,4/7/2003,Flamingo,[]
rainbow six (john clark  #2; jack ryan universe  #10),tom clancy/david dukes,4.09,9780425170342,eng,912,40815,908,9/1/1999,Berkley Books,Rainbow Six (John Clark  #2; Jack Ryan Universe  #10),Tom Clancy/David Dukes,4.09,eng,912.0,40815.0,908.0,9/1/1999,Berkley Books,"['fiction', 'terrorism']"
child of war  woman of peace,le ly hayslip/james hayslip/jenny wurts,3.8,9780385471473,eng,388,186,22,12/1/1993,Anchor,Child of War  Woman of Peace,Le Ly Hayslip/James Hayslip/Jenny Wurts,3.8,eng,388.0,186.0,22.0,12/1/1993,Anchor,['biography']
when heaven and earth changed places: a vietnamese woman's journey from war to peace,le ly hayslip/jay wurts,4.12,9780452271685,eng,400,2593,252,11/1/1993,Plume,When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,Le Ly Hayslip/Jay Wurts,4.12,eng,400.0,2593.0,252.0,11/1/1993,Plume,"['biography', 'travel', 'united states', 'historical', 'history']"
philip vera cruz: a personal history of filipino immigrants and the farmworkers movement,craig scharlin/lilia v. villanueva,4.22,9780295979847,en-US,208,86,4,6/1/2000,University of Washington Press,Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement,Craig Scharlin/Lilia V. Villanueva,4.22,en-US,208.0,86.0,4.0,6/1/2000,University of Washington Press,['history']
coming of age in mississippi: the classic autobiography of a young black girl in the rural south,anne moody,4.13,9780385337816,eng,424,7072,453,2/3/2004,Delta,Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,Anne Moody,4.13,eng,424.0,7072.0,453.0,2/3/2004,Delta,"['biography', 'history', 'coming of age']"
i'm too young to be seventy,judith viorst/laura gibson,3.93,9780743267748,en-US,64,237,45,10/12/2005,Simon  Schuster,I'm Too Young To Be Seventy,Judith Viorst/Laura Gibson,3.93,en-US,64.0,237.0,45.0,10/12/2005,Simon  Schuster,"['poetry', 'marriage', 'family']"
seventy-seven clocks (bryant & may #3),christopher fowler,3.89,9780553587159,eng,496,2095,188,11/29/2005,Bantam Books,Seventy-Seven Clocks (Bryant & May #3),Christopher Fowler,3.89,eng,496.0,2095.0,188.0,11/29/2005,Bantam Books,"['police', 'fiction', 'art']"
